iso_code,country,date,owid_gdp_per_capita
AGO,Angola,2020-06-03,5819.495
AGO,Angola,2020-06-04,5819.495
AGO,Angola,2020-06-05,5819.495
AGO,Angola,2020-06-06,5819.495
AGO,Angola,2020-06-07,5819.495
AGO,Angola,2020-06-08,5819.495
AGO,Angola,2020-06-09,5819.495
AGO,Angola,2020-06-10,5819.495
AGO,Angola,2020-06-11,5819.495
AGO,Angola,2020-06-12,5819.495
AGO,Angola,2020-06-13,5819.495
AGO,Angola,2020-06-14,5819.495
AGO,Angola,2020-06-15,5819.495
AGO,Angola,2020-06-16,5819.495
AGO,Angola,2020-06-17,5819.495
AGO,Angola,2020-06-18,5819.495
AGO,Angola,2020-06-19,5819.495
AGO,Angola,2020-06-20,5819.495
AGO,Angola,2020-06-21,5819.495
AGO,Angola,2020-06-22,5819.495
AGO,Angola,2020-06-23,5819.495
AGO,Angola,2020-06-24,5819.495
AGO,Angola,2020-06-25,5819.495
AGO,Angola,2020-06-26,5819.495
AGO,Angola,2020-06-27,5819.495
AGO,Angola,2020-06-28,5819.495
AGO,Angola,2020-06-29,5819.495
AGO,Angola,2020-06-30,5819.495
AGO,Angola,2020-07-01,5819.495
AGO,Angola,2020-07-02,5819.495
AGO,Angola,2020-07-03,5819.495
AGO,Angola,2020-07-04,5819.495
AGO,Angola,2020-07-05,5819.495
AGO,Angola,2020-07-06,5819.495
AGO,Angola,2020-07-07,5819.495
AGO,Angola,2020-07-08,5819.495
AGO,Angola,2020-07-09,5819.495
AGO,Angola,2020-07-10,5819.495
AGO,Angola,2020-07-11,5819.495
AGO,Angola,2020-07-12,5819.495
AGO,Angola,2020-07-13,5819.495
AGO,Angola,2020-07-14,5819.495
AGO,Angola,2020-07-15,5819.495
AGO,Angola,2020-07-16,5819.495
AGO,Angola,2020-07-17,5819.495
AGO,Angola,2020-07-18,5819.495
AGO,Angola,2020-07-19,5819.495
AGO,Angola,2020-07-20,5819.495
AGO,Angola,2020-07-21,5819.495
AGO,Angola,2020-07-22,5819.495
AGO,Angola,2020-07-23,5819.495
AGO,Angola,2020-07-24,5819.495
AGO,Angola,2020-07-25,5819.495
AGO,Angola,2020-07-26,5819.495
AGO,Angola,2020-07-27,5819.495
AGO,Angola,2020-07-28,5819.495
AGO,Angola,2020-07-29,5819.495
AGO,Angola,2020-07-30,5819.495
AGO,Angola,2020-07-31,5819.495
AGO,Angola,2020-08-01,5819.495
AGO,Angola,2020-08-02,5819.495
AGO,Angola,2020-08-03,5819.495
