iso_code,country,date,owid_female_smokers
ALB,Albania,2020-06-18,7.1
ALB,Albania,2020-06-19,7.1
ALB,Albania,2020-06-20,7.1
ALB,Albania,2020-06-21,7.1
ALB,Albania,2020-06-22,7.1
ALB,Albania,2020-06-23,7.1
ALB,Albania,2020-06-24,7.1
ALB,Albania,2020-06-25,7.1
ALB,Albania,2020-06-26,7.1
ALB,Albania,2020-06-27,7.1
ALB,Albania,2020-06-28,7.1
ALB,Albania,2020-06-29,7.1
ALB,Albania,2020-06-30,7.1
ALB,Albania,2020-07-01,7.1
ALB,Albania,2020-07-02,7.1
ALB,Albania,2020-07-03,7.1
ALB,Albania,2020-07-04,7.1
ALB,Albania,2020-07-05,7.1
ALB,Albania,2020-07-06,7.1
ALB,Albania,2020-07-07,7.1
ALB,Albania,2020-07-08,7.1
ALB,Albania,2020-07-09,7.1
ALB,Albania,2020-07-10,7.1
ALB,Albania,2020-07-11,7.1
ALB,Albania,2020-07-12,7.1
ALB,Albania,2020-07-13,7.1
ALB,Albania,2020-07-14,7.1
ALB,Albania,2020-07-15,7.1
ALB,Albania,2020-07-16,7.1
ALB,Albania,2020-07-17,7.1
ALB,Albania,2020-07-18,7.1
ALB,Albania,2020-07-19,7.1
ALB,Albania,2020-07-20,7.1
ALB,Albania,2020-07-21,7.1
ALB,Albania,2020-07-22,7.1
ALB,Albania,2020-07-23,7.1
ALB,Albania,2020-07-24,7.1
ALB,Albania,2020-07-25,7.1
ALB,Albania,2020-07-26,7.1
ALB,Albania,2020-07-27,7.1
ALB,Albania,2020-07-28,7.1
ALB,Albania,2020-07-29,7.1
ALB,Albania,2020-07-30,7.1
ALB,Albania,2020-07-31,7.1
ALB,Albania,2020-08-01,7.1
ALB,Albania,2020-08-02,7.1
ALB,Albania,2020-08-03,7.1
ALB,Albania,2020-08-04,7.1
ALB,Albania,2020-08-05,7.1
ALB,Albania,2020-08-06,7.1
ALB,Albania,2020-08-07,7.1
ALB,Albania,2020-08-08,7.1
ALB,Albania,2020-08-09,7.1
ALB,Albania,2020-08-10,7.1
ALB,Albania,2020-08-11,7.1
ALB,Albania,2020-08-12,7.1
ALB,Albania,2020-08-13,7.1
ALB,Albania,2020-08-14,7.1
ALB,Albania,2020-08-15,7.1
ALB,Albania,2020-08-16,7.1
ALB,Albania,2020-08-17,7.1
ALB,Albania,2020-08-18,7.1
ALB,Albania,2020-08-19,7.1
ALB,Albania,2020-08-20,7.1
ALB,Albania,2020-08-21,7.1
ALB,Albania,2020-08-22,7.1
ALB,Albania,2020-08-23,7.1
ALB,Albania,2020-08-24,7.1
ALB,Albania,2020-08-25,7.1
ALB,Albania,2020-08-26,7.1
ALB,Albania,2020-08-27,7.1
ALB,Albania,2020-08-28,7.1
ALB,Albania,2020-08-29,7.1
ALB,Albania,2020-08-30,7.1
ALB,Albania,2020-08-31,7.1
ALB,Albania,2020-09-01,7.1
ALB,Albania,2020-09-02,7.1
ALB,Albania,2020-09-03,7.1
ALB,Albania,2020-09-04,7.1
ALB,Albania,2020-09-05,7.1
ALB,Albania,2020-09-06,7.1
ALB,Albania,2020-09-07,7.1
ALB,Albania,2020-09-08,7.1
ALB,Albania,2020-09-09,7.1
ALB,Albania,2020-09-10,7.1
ALB,Albania,2020-09-11,7.1
ALB,Albania,2020-09-12,7.1
ALB,Albania,2020-09-13,7.1
ALB,Albania,2020-09-14,7.1
ALB,Albania,2020-09-15,7.1
ALB,Albania,2020-09-16,7.1
ALB,Albania,2020-09-17,7.1
ALB,Albania,2020-09-18,7.1
ALB,Albania,2020-09-19,7.1
ALB,Albania,2020-09-20,7.1
ALB,Albania,2020-09-21,7.1
ALB,Albania,2020-09-22,7.1
ALB,Albania,2020-09-23,7.1
ALB,Albania,2020-09-24,7.1
ALB,Albania,2020-09-25,7.1
ALB,Albania,2020-09-26,7.1
ALB,Albania,2020-09-27,7.1
ALB,Albania,2020-09-28,7.1
ALB,Albania,2020-09-29,7.1
ALB,Albania,2020-09-30,7.1
ALB,Albania,2020-10-01,7.1
ALB,Albania,2020-10-02,7.1
ALB,Albania,2020-10-03,7.1
ALB,Albania,2020-10-04,7.1
ALB,Albania,2020-10-05,7.1
ALB,Albania,2020-10-06,7.1
ALB,Albania,2020-10-07,7.1
ALB,Albania,2020-10-08,7.1
ALB,Albania,2020-10-09,7.1
ALB,Albania,2020-10-10,7.1
ALB,Albania,2020-10-11,7.1
ALB,Albania,2020-10-12,7.1
ALB,Albania,2020-10-13,7.1
ALB,Albania,2020-10-14,7.1
ALB,Albania,2020-10-15,7.1
ALB,Albania,2020-10-16,7.1
ALB,Albania,2020-10-17,7.1
ALB,Albania,2020-10-18,7.1
ALB,Albania,2020-10-19,7.1
ALB,Albania,2020-10-20,7.1
ALB,Albania,2020-10-21,7.1
ALB,Albania,2020-10-22,7.1
ALB,Albania,2020-10-23,7.1
ALB,Albania,2020-10-24,7.1
ALB,Albania,2020-10-25,7.1
ALB,Albania,2020-10-26,7.1
ALB,Albania,2020-10-27,7.1
ALB,Albania,2020-10-28,7.1
ALB,Albania,2020-10-29,7.1
ALB,Albania,2020-10-30,7.1
ALB,Albania,2020-10-31,7.1
ALB,Albania,2020-11-01,7.1
ALB,Albania,2020-11-02,7.1
ALB,Albania,2020-11-03,7.1
ALB,Albania,2020-11-04,7.1
ALB,Albania,2020-11-05,7.1
ALB,Albania,2020-11-06,7.1
ALB,Albania,2020-11-07,7.1
ALB,Albania,2020-11-08,7.1
ALB,Albania,2020-11-09,7.1
ALB,Albania,2020-11-10,7.1
ALB,Albania,2020-11-11,7.1
ALB,Albania,2020-11-12,7.1
ALB,Albania,2020-11-13,7.1
ALB,Albania,2020-11-14,7.1
ALB,Albania,2020-11-15,7.1
ALB,Albania,2020-11-16,7.1
ALB,Albania,2020-11-17,7.1
ALB,Albania,2020-11-18,7.1
ALB,Albania,2020-11-19,7.1
ALB,Albania,2020-11-20,7.1
ALB,Albania,2020-11-21,7.1
ALB,Albania,2020-11-22,7.1
ALB,Albania,2020-11-23,7.1
ALB,Albania,2020-11-24,7.1
ALB,Albania,2020-11-25,7.1
ALB,Albania,2020-11-26,7.1
ALB,Albania,2020-11-27,7.1
ALB,Albania,2020-11-28,7.1
ALB,Albania,2020-11-29,7.1
ALB,Albania,2020-11-30,7.1
ALB,Albania,2020-12-01,7.1
ALB,Albania,2020-12-02,7.1
ALB,Albania,2020-12-03,7.1
ALB,Albania,2020-12-04,7.1
ALB,Albania,2020-12-05,7.1
ALB,Albania,2020-12-06,7.1
ALB,Albania,2020-12-07,7.1
ALB,Albania,2020-12-08,7.1
ALB,Albania,2020-12-09,7.1
ALB,Albania,2020-12-10,7.1
ALB,Albania,2020-12-11,7.1
ALB,Albania,2020-12-12,7.1
ALB,Albania,2020-12-13,7.1
ALB,Albania,2020-12-14,7.1
ALB,Albania,2020-12-15,7.1
ALB,Albania,2020-12-16,7.1
ALB,Albania,2020-12-17,7.1
ALB,Albania,2020-12-18,7.1
ALB,Albania,2020-12-19,7.1
ALB,Albania,2020-12-20,7.1
ALB,Albania,2020-12-21,7.1
ALB,Albania,2020-12-22,7.1
ALB,Albania,2020-12-23,7.1
ALB,Albania,2020-12-24,7.1
ALB,Albania,2020-12-25,7.1
ALB,Albania,2020-12-26,7.1
ALB,Albania,2020-12-27,7.1
ALB,Albania,2020-12-28,7.1
ALB,Albania,2020-12-29,7.1
ALB,Albania,2020-12-30,7.1
ALB,Albania,2020-12-31,7.1
ALB,Albania,2021-01-01,7.1
ALB,Albania,2021-01-02,7.1
ALB,Albania,2021-01-03,7.1
ALB,Albania,2021-01-04,7.1
ALB,Albania,2021-01-05,7.1
ALB,Albania,2021-01-06,7.1
ALB,Albania,2021-01-07,7.1
ALB,Albania,2021-01-08,7.1
ALB,Albania,2021-01-09,7.1
ALB,Albania,2021-01-10,7.1
ALB,Albania,2021-01-11,7.1
ALB,Albania,2021-01-12,7.1
ALB,Albania,2021-01-13,7.1
ALB,Albania,2021-01-14,7.1
ALB,Albania,2021-01-15,7.1
ALB,Albania,2021-01-16,7.1
ALB,Albania,2021-01-17,7.1
ALB,Albania,2021-01-18,7.1
ALB,Albania,2021-01-19,7.1
ALB,Albania,2021-01-20,7.1
ALB,Albania,2021-01-21,7.1
ALB,Albania,2021-01-22,7.1
ALB,Albania,2021-01-23,7.1
ALB,Albania,2021-01-24,7.1
ALB,Albania,2021-01-25,7.1
ALB,Albania,2021-01-26,7.1
AND,Andorra,2020-03-02,29.0
AND,Andorra,2020-03-03,29.0
AND,Andorra,2020-03-04,29.0
AND,Andorra,2020-03-05,29.0
AND,Andorra,2020-03-06,29.0
AND,Andorra,2020-03-07,29.0
AND,Andorra,2020-03-08,29.0
AND,Andorra,2020-03-09,29.0
AND,Andorra,2020-03-10,29.0
AND,Andorra,2020-03-11,29.0
AND,Andorra,2020-03-12,29.0
AND,Andorra,2020-03-13,29.0
AND,Andorra,2020-03-14,29.0
AND,Andorra,2020-03-15,29.0
AND,Andorra,2020-03-16,29.0
AND,Andorra,2020-03-17,29.0
AND,Andorra,2020-03-18,29.0
AND,Andorra,2020-03-19,29.0
AND,Andorra,2020-03-20,29.0
AND,Andorra,2020-03-21,29.0
AND,Andorra,2020-03-22,29.0
AND,Andorra,2020-03-23,29.0
AND,Andorra,2020-03-24,29.0
AND,Andorra,2020-03-25,29.0
AND,Andorra,2020-03-26,29.0
AND,Andorra,2020-03-27,29.0
AND,Andorra,2020-03-28,29.0
AND,Andorra,2020-03-29,29.0
AND,Andorra,2020-03-30,29.0
AND,Andorra,2020-03-31,29.0
AND,Andorra,2020-04-01,29.0
AND,Andorra,2020-04-02,29.0
AND,Andorra,2020-04-03,29.0
AND,Andorra,2020-04-04,29.0
AND,Andorra,2020-04-05,29.0
AND,Andorra,2020-04-06,29.0
AND,Andorra,2020-04-07,29.0
AND,Andorra,2020-04-08,29.0
AND,Andorra,2020-04-09,29.0
AND,Andorra,2020-04-10,29.0
AND,Andorra,2020-04-11,29.0
AND,Andorra,2020-04-12,29.0
AND,Andorra,2020-04-13,29.0
AND,Andorra,2020-04-14,29.0
AND,Andorra,2020-04-15,29.0
AND,Andorra,2020-04-16,29.0
AND,Andorra,2020-04-17,29.0
AND,Andorra,2020-04-18,29.0
AND,Andorra,2020-04-19,29.0
AND,Andorra,2020-04-20,29.0
AND,Andorra,2020-04-21,29.0
AND,Andorra,2020-04-22,29.0
AND,Andorra,2020-04-23,29.0
AND,Andorra,2020-04-24,29.0
AND,Andorra,2020-04-25,29.0
AND,Andorra,2020-04-26,29.0
AND,Andorra,2020-04-27,29.0
AND,Andorra,2020-04-28,29.0
AND,Andorra,2020-04-29,29.0
AND,Andorra,2020-04-30,29.0
AND,Andorra,2020-05-01,29.0
AND,Andorra,2020-05-02,29.0
AND,Andorra,2020-05-03,29.0
AND,Andorra,2020-05-04,29.0
AND,Andorra,2020-05-05,29.0
AND,Andorra,2020-05-06,29.0
AND,Andorra,2020-05-07,29.0
AND,Andorra,2020-05-08,29.0
AND,Andorra,2020-05-09,29.0
AND,Andorra,2020-05-10,29.0
AND,Andorra,2020-05-11,29.0
AND,Andorra,2020-05-12,29.0
AND,Andorra,2020-05-13,29.0
AND,Andorra,2020-05-14,29.0
AND,Andorra,2020-05-15,29.0
AND,Andorra,2020-05-16,29.0
AND,Andorra,2020-05-17,29.0
AND,Andorra,2020-05-18,29.0
AND,Andorra,2020-05-19,29.0
AND,Andorra,2020-05-20,29.0
AND,Andorra,2020-05-21,29.0
AND,Andorra,2020-05-22,29.0
AND,Andorra,2020-05-23,29.0
AND,Andorra,2020-05-24,29.0
AND,Andorra,2020-05-25,29.0
AND,Andorra,2020-05-26,29.0
AND,Andorra,2020-05-27,29.0
AND,Andorra,2020-05-28,29.0
AND,Andorra,2020-05-29,29.0
AND,Andorra,2020-05-30,29.0
AND,Andorra,2020-05-31,29.0
AND,Andorra,2020-06-01,29.0
AND,Andorra,2020-06-02,29.0
AND,Andorra,2020-06-03,29.0
AND,Andorra,2020-06-04,29.0
AND,Andorra,2020-06-05,29.0
AND,Andorra,2020-06-06,29.0
AND,Andorra,2020-06-07,29.0
AND,Andorra,2020-06-08,29.0
AND,Andorra,2020-06-09,29.0
AND,Andorra,2020-06-10,29.0
AND,Andorra,2020-06-11,29.0
AND,Andorra,2020-06-12,29.0
AND,Andorra,2020-06-13,29.0
AND,Andorra,2020-06-14,29.0
AND,Andorra,2020-06-15,29.0
AND,Andorra,2020-06-16,29.0
AND,Andorra,2020-06-17,29.0
AND,Andorra,2020-06-18,29.0
AND,Andorra,2020-06-19,29.0
AND,Andorra,2020-06-20,29.0
AND,Andorra,2020-06-21,29.0
AND,Andorra,2020-06-22,29.0
AND,Andorra,2020-06-23,29.0
AND,Andorra,2020-06-24,29.0
AND,Andorra,2020-06-25,29.0
AND,Andorra,2020-06-26,29.0
AND,Andorra,2020-06-27,29.0
AND,Andorra,2020-06-28,29.0
AND,Andorra,2020-06-29,29.0
AND,Andorra,2020-06-30,29.0
AND,Andorra,2020-07-01,29.0
AND,Andorra,2020-07-02,29.0
AND,Andorra,2020-07-03,29.0
AND,Andorra,2020-07-04,29.0
AND,Andorra,2020-07-05,29.0
AND,Andorra,2020-07-06,29.0
AND,Andorra,2020-07-07,29.0
AND,Andorra,2020-07-08,29.0
AND,Andorra,2020-07-09,29.0
AND,Andorra,2020-07-10,29.0
AND,Andorra,2020-07-11,29.0
AND,Andorra,2020-07-12,29.0
AND,Andorra,2020-07-13,29.0
AND,Andorra,2020-07-14,29.0
AND,Andorra,2020-07-15,29.0
AND,Andorra,2020-07-16,29.0
AND,Andorra,2020-07-17,29.0
AND,Andorra,2020-07-18,29.0
AND,Andorra,2020-07-19,29.0
AND,Andorra,2020-07-20,29.0
AND,Andorra,2020-07-21,29.0
AND,Andorra,2020-07-22,29.0
AND,Andorra,2020-07-23,29.0
AND,Andorra,2020-07-24,29.0
AND,Andorra,2020-07-25,29.0
AND,Andorra,2020-07-26,29.0
AND,Andorra,2020-07-27,29.0
AND,Andorra,2020-07-28,29.0
AND,Andorra,2020-07-29,29.0
AND,Andorra,2020-07-30,29.0
AND,Andorra,2020-07-31,29.0
AND,Andorra,2020-08-01,29.0
AND,Andorra,2020-08-02,29.0
AND,Andorra,2020-08-03,29.0
AND,Andorra,2020-08-04,29.0
AND,Andorra,2020-08-05,29.0
AND,Andorra,2020-08-06,29.0
AND,Andorra,2020-08-07,29.0
AND,Andorra,2020-08-08,29.0
AND,Andorra,2020-08-09,29.0
AND,Andorra,2020-08-10,29.0
AND,Andorra,2020-08-11,29.0
AND,Andorra,2020-08-12,29.0
AND,Andorra,2020-08-13,29.0
AND,Andorra,2020-08-14,29.0
AND,Andorra,2020-08-15,29.0
AND,Andorra,2020-08-16,29.0
AND,Andorra,2020-08-17,29.0
AND,Andorra,2020-08-18,29.0
AND,Andorra,2020-08-19,29.0
AND,Andorra,2020-08-20,29.0
AND,Andorra,2020-08-21,29.0
AND,Andorra,2020-08-22,29.0
AND,Andorra,2020-08-23,29.0
AND,Andorra,2020-08-24,29.0
AND,Andorra,2020-08-25,29.0
AND,Andorra,2020-08-26,29.0
AND,Andorra,2020-08-27,29.0
AND,Andorra,2020-08-28,29.0
AND,Andorra,2020-08-29,29.0
AND,Andorra,2020-08-30,29.0
AND,Andorra,2020-08-31,29.0
AND,Andorra,2020-09-01,29.0
AND,Andorra,2020-09-02,29.0
AND,Andorra,2020-09-03,29.0
AND,Andorra,2020-09-04,29.0
AND,Andorra,2020-09-05,29.0
AND,Andorra,2020-09-06,29.0
AND,Andorra,2020-09-07,29.0
AND,Andorra,2020-09-08,29.0
AND,Andorra,2020-09-09,29.0
AND,Andorra,2020-09-10,29.0
AND,Andorra,2020-09-11,29.0
AND,Andorra,2020-09-12,29.0
AND,Andorra,2020-09-13,29.0
AND,Andorra,2020-09-14,29.0
AND,Andorra,2020-09-15,29.0
AND,Andorra,2020-09-16,29.0
AND,Andorra,2020-09-17,29.0
AND,Andorra,2020-09-18,29.0
AND,Andorra,2020-09-19,29.0
AND,Andorra,2020-09-20,29.0
AND,Andorra,2020-09-21,29.0
AND,Andorra,2020-09-22,29.0
AND,Andorra,2020-09-23,29.0
AND,Andorra,2020-09-24,29.0
AND,Andorra,2020-09-25,29.0
AND,Andorra,2020-09-26,29.0
AND,Andorra,2020-09-27,29.0
AND,Andorra,2020-09-28,29.0
AND,Andorra,2020-09-29,29.0
AND,Andorra,2020-09-30,29.0
AND,Andorra,2020-10-01,29.0
AND,Andorra,2020-10-02,29.0
AND,Andorra,2020-10-03,29.0
AND,Andorra,2020-10-04,29.0
AND,Andorra,2020-10-05,29.0
AND,Andorra,2020-10-06,29.0
AND,Andorra,2020-10-07,29.0
AND,Andorra,2020-10-08,29.0
AND,Andorra,2020-10-09,29.0
AND,Andorra,2020-10-10,29.0
AND,Andorra,2020-10-11,29.0
AND,Andorra,2020-10-12,29.0
AND,Andorra,2020-10-13,29.0
AND,Andorra,2020-10-14,29.0
AND,Andorra,2020-10-15,29.0
AND,Andorra,2020-10-16,29.0
AND,Andorra,2020-10-17,29.0
AND,Andorra,2020-10-18,29.0
AND,Andorra,2020-10-19,29.0
AND,Andorra,2020-10-20,29.0
AND,Andorra,2020-10-21,29.0
AND,Andorra,2020-10-22,29.0
AND,Andorra,2020-10-23,29.0
AND,Andorra,2020-10-24,29.0
AND,Andorra,2020-10-25,29.0
AND,Andorra,2020-10-26,29.0
AND,Andorra,2020-10-27,29.0
AND,Andorra,2020-10-28,29.0
AND,Andorra,2020-10-29,29.0
AND,Andorra,2020-10-30,29.0
AND,Andorra,2020-10-31,29.0
AND,Andorra,2020-11-01,29.0
AND,Andorra,2020-11-02,29.0
AND,Andorra,2020-11-03,29.0
AND,Andorra,2020-11-04,29.0
AND,Andorra,2020-11-05,29.0
AND,Andorra,2020-11-06,29.0
AND,Andorra,2020-11-07,29.0
AND,Andorra,2020-11-08,29.0
AND,Andorra,2020-11-09,29.0
AND,Andorra,2020-11-10,29.0
AND,Andorra,2020-11-11,29.0
AND,Andorra,2020-11-12,29.0
AND,Andorra,2020-11-13,29.0
AND,Andorra,2020-11-14,29.0
AND,Andorra,2020-11-15,29.0
AND,Andorra,2020-11-16,29.0
AND,Andorra,2020-11-17,29.0
AND,Andorra,2020-11-18,29.0
AND,Andorra,2020-11-19,29.0
AND,Andorra,2020-11-20,29.0
AND,Andorra,2020-11-21,29.0
AND,Andorra,2020-11-22,29.0
AND,Andorra,2020-11-23,29.0
AND,Andorra,2020-11-24,29.0
AND,Andorra,2020-11-25,29.0
AND,Andorra,2020-11-26,29.0
AND,Andorra,2020-11-27,29.0
AND,Andorra,2020-11-28,29.0
AND,Andorra,2020-11-29,29.0
AND,Andorra,2020-11-30,29.0
AND,Andorra,2020-12-01,29.0
AND,Andorra,2020-12-02,29.0
AND,Andorra,2020-12-03,29.0
AND,Andorra,2020-12-04,29.0
AND,Andorra,2020-12-05,29.0
AND,Andorra,2020-12-06,29.0
AND,Andorra,2020-12-07,29.0
AND,Andorra,2020-12-08,29.0
AND,Andorra,2020-12-09,29.0
AND,Andorra,2020-12-10,29.0
AND,Andorra,2020-12-11,29.0
AND,Andorra,2020-12-12,29.0
AND,Andorra,2020-12-13,29.0
AND,Andorra,2020-12-14,29.0
AND,Andorra,2020-12-15,29.0
AND,Andorra,2020-12-16,29.0
AND,Andorra,2020-12-17,29.0
AND,Andorra,2020-12-18,29.0
AND,Andorra,2020-12-19,29.0
AND,Andorra,2020-12-20,29.0
AND,Andorra,2020-12-21,29.0
AND,Andorra,2020-12-22,29.0
AND,Andorra,2020-12-23,29.0
AND,Andorra,2020-12-24,29.0
AND,Andorra,2020-12-25,29.0
AND,Andorra,2020-12-26,29.0
AND,Andorra,2020-12-27,29.0
AND,Andorra,2020-12-28,29.0
AND,Andorra,2020-12-29,29.0
AND,Andorra,2020-12-30,29.0
AND,Andorra,2020-12-31,29.0
AND,Andorra,2021-01-01,29.0
AND,Andorra,2021-01-02,29.0
AND,Andorra,2021-01-03,29.0
AND,Andorra,2021-01-04,29.0
AND,Andorra,2021-01-05,29.0
AND,Andorra,2021-01-06,29.0
AND,Andorra,2021-01-07,29.0
AND,Andorra,2021-01-08,29.0
AND,Andorra,2021-01-09,29.0
AND,Andorra,2021-01-10,29.0
AND,Andorra,2021-01-11,29.0
AND,Andorra,2021-01-12,29.0
AND,Andorra,2021-01-13,29.0
AND,Andorra,2021-01-14,29.0
AND,Andorra,2021-01-15,29.0
AND,Andorra,2021-01-16,29.0
AND,Andorra,2021-01-17,29.0
AND,Andorra,2021-01-18,29.0
AND,Andorra,2021-01-19,29.0
AND,Andorra,2021-01-20,29.0
AND,Andorra,2021-01-21,29.0
AND,Andorra,2021-01-22,29.0
AND,Andorra,2021-01-23,29.0
AND,Andorra,2021-01-24,29.0
AND,Andorra,2021-01-25,29.0
AND,Andorra,2021-01-26,29.0
ARE,United Arab Emirates,2020-01-29,1.2
ARE,United Arab Emirates,2020-01-30,1.2
ARE,United Arab Emirates,2020-01-31,1.2
ARE,United Arab Emirates,2020-02-01,1.2
ARE,United Arab Emirates,2020-02-02,1.2
ARE,United Arab Emirates,2020-02-03,1.2
ARE,United Arab Emirates,2020-02-04,1.2
ARE,United Arab Emirates,2020-02-05,1.2
ARE,United Arab Emirates,2020-02-06,1.2
ARE,United Arab Emirates,2020-02-07,1.2
ARE,United Arab Emirates,2020-02-08,1.2
ARE,United Arab Emirates,2020-02-09,1.2
ARE,United Arab Emirates,2020-02-10,1.2
ARE,United Arab Emirates,2020-02-11,1.2
ARE,United Arab Emirates,2020-02-12,1.2
ARE,United Arab Emirates,2020-02-13,1.2
ARE,United Arab Emirates,2020-02-14,1.2
ARE,United Arab Emirates,2020-02-15,1.2
ARE,United Arab Emirates,2020-02-16,1.2
ARE,United Arab Emirates,2020-02-17,1.2
ARE,United Arab Emirates,2020-02-18,1.2
ARE,United Arab Emirates,2020-02-19,1.2
ARE,United Arab Emirates,2020-02-20,1.2
ARE,United Arab Emirates,2020-02-21,1.2
ARE,United Arab Emirates,2020-02-22,1.2
ARE,United Arab Emirates,2020-02-23,1.2
ARE,United Arab Emirates,2020-02-24,1.2
ARE,United Arab Emirates,2020-02-25,1.2
ARE,United Arab Emirates,2020-02-26,1.2
ARE,United Arab Emirates,2020-02-27,1.2
ARE,United Arab Emirates,2020-02-28,1.2
ARE,United Arab Emirates,2020-02-29,1.2
ARE,United Arab Emirates,2020-03-01,1.2
ARE,United Arab Emirates,2020-03-02,1.2
ARE,United Arab Emirates,2020-03-03,1.2
ARE,United Arab Emirates,2020-03-04,1.2
ARE,United Arab Emirates,2020-03-05,1.2
ARE,United Arab Emirates,2020-03-06,1.2
ARE,United Arab Emirates,2020-03-07,1.2
ARE,United Arab Emirates,2020-03-08,1.2
ARE,United Arab Emirates,2020-03-09,1.2
ARE,United Arab Emirates,2020-03-10,1.2
ARE,United Arab Emirates,2020-03-11,1.2
ARE,United Arab Emirates,2020-03-12,1.2
ARE,United Arab Emirates,2020-03-13,1.2
ARE,United Arab Emirates,2020-03-14,1.2
ARE,United Arab Emirates,2020-03-15,1.2
ARE,United Arab Emirates,2020-03-16,1.2
ARE,United Arab Emirates,2020-03-17,1.2
ARE,United Arab Emirates,2020-03-18,1.2
ARE,United Arab Emirates,2020-03-19,1.2
ARE,United Arab Emirates,2020-03-20,1.2
ARE,United Arab Emirates,2020-03-21,1.2
ARE,United Arab Emirates,2020-03-22,1.2
ARE,United Arab Emirates,2020-03-23,1.2
ARE,United Arab Emirates,2020-03-24,1.2
ARE,United Arab Emirates,2020-03-25,1.2
ARE,United Arab Emirates,2020-03-26,1.2
ARE,United Arab Emirates,2020-03-27,1.2
ARE,United Arab Emirates,2020-03-28,1.2
ARE,United Arab Emirates,2020-03-29,1.2
ARE,United Arab Emirates,2020-03-30,1.2
ARE,United Arab Emirates,2020-03-31,1.2
